eventID ,occurrenceID , eventDate , eventTime ,decimalLatitude ,decimalLongitude ,habitat ,samplingProtocol ,scientificName ,taxonRank ,scientificNameID ,scientificNameAuthorship ,kingdom ,phylum ,class ,order ,family ,genus , measurementType , measurementUnit ,measurementValue
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Eualus,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus,Genus,urn:lsid:marinespecies.org:taxname:106986,"Thallwitz, 1891",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,1.337340055
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Euspira pallida,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Euspira pallida,Species,urn:lsid:marinespecies.org:taxname:140536,"Broderip & G. B. Sowerby I, 1829",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,biomass,Grams per 1000 square meter,4.012020165
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Gersemia rubiformis,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gersemia rubiformis,Species,urn:lsid:marinespecies.org:taxname:156103,"Ehrenberg, 1834",Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Alcyoniidae,Gersemia,biomass,Grams per 1000 square meter,16.04808066
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Leptasterias groenlandica,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias groenlandica,Species,urn:lsid:marinespecies.org:taxname:369176,"Steenstrup in Lutken, 1857",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,biomass,Grams per 1000 square meter,4.012020165
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Margarites costalis,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Margarites costalis,Species,urn:lsid:marinespecies.org:taxname:141819,"A. Gould, 1841",Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,biomass,Grams per 1000 square meter,1.337340055
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Melita formosa,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Quasimelita formosa,Species,urn:lsid:marinespecies.org:taxname:423709,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quasimelita,biomass,Grams per 1000 square meter,0.668670028
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Myriotrochus rinkii,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Myriotrochus rinkii,Species,urn:lsid:marinespecies.org:taxname:124446,"Steenstrup, 1851",Animalia,Echinodermata,Holothuroidea,Apodida,Myriotrochidae,Myriotrochus,biomass,Grams per 1000 square meter,22.73478094
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Ophiura sarsiii,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura sarsiii,Species,urn:lsid:marinespecies.org:taxname:124934,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,biomass,Grams per 1000 square meter,2367.091897
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Pagurus capillatus,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pagurus capillatus,Species,urn:lsid:marinespecies.org:taxname:254489,"Benedict, 1892",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,biomass,Grams per 1000 square meter,16.04808066
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Pandalus borealis eous,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pandalus borealis eous,Species,urn:lsid:marinespecies.org:taxname:515463,"Makarov, 1935",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,biomass,Grams per 1000 square meter,12.0360605
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Stomphia,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stomphia,Genus,urn:lsid:marinespecies.org:taxname:100716,"Gosse, 1859",Animalia,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,biomass,Grams per 1000 square meter,20.06010083
SKQ202412S-DBO1.2,SKQ202412S-DBO1.2-Tubularia,8/8/2024,15:24:01,62.05151,-175.217376,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Tubularia,Genus,urn:lsid:marinespecies.org:taxname:117258,"Linnaeus, 1758",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,biomass,Grams per 1000 square meter,2.67468011
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Acanthonotozoma inflatum,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Acanthonotozoma inflatum,Species,urn:lsid:marinespecies.org:taxname:101873,"Krøyer, 1842",Animalia,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,Acanthonotozoma,biomass,Grams per 1000 square meter,0.177436553
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Admete viridula,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Admete viridula,Species,urn:lsid:marinespecies.org:taxname:138969,"O. Fabricius, 1780",Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Anonyx,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Anonyx,Genus,urn:lsid:marinespecies.org:taxname:101592,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Amphipoda,Uristidae,Anonyx,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Argis,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Argis,Genus,urn:lsid:marinespecies.org:taxname:107006,"Krøyer, 1843",Animalia,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,biomass,Grams per 1000 square meter,19.51802078
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Arrhys luthkei,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Arrhys luthkei,Species,urn:lsid:marinespecies.org:taxname:423163,"Gurjanova, 1936",Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Arrhis,biomass,Grams per 1000 square meter,3.548731051
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Arrhys phylonyx,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Arrhys phylonyx,Species,urn:lsid:marinespecies.org:taxname:102870,"M. Sars, 1858",Animalia,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Arrhis,biomass,Grams per 1000 square meter,5.323096576
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Brada villosa,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Bradabyssa villosa,Species,urn:lsid:marinespecies.org:taxname:1355594,"Rathke, 1843",Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Bradabyssa,biomass,Grams per 1000 square meter,8.871827627
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Bryozoa soft lobed,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Bryozoa soft lobed,Phylum,urn:lsid:marinespecies.org:taxname:146142,n/a,Animalia,Bryozoa,n/a,n/a,n/a,n/a,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Buccinum plectrum,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum plectrum,Species,urn:lsid:marinespecies.org:taxname:160127,"W. Stimpson, 1865",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,biomass,Grams per 1000 square meter,31.93857946
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Buccinum polare,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Buccinum polare,Species,urn:lsid:marinespecies.org:taxname:138873,"Gray, 1839",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,biomass,Grams per 1000 square meter,40.81040708
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Chionoecetes opilio,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Chionoecetes opilio,Species,urn:lsid:marinespecies.org:taxname:107315,"Fabricius, 1788",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,biomass,Grams per 1000 square meter,209.375132
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Cryptonatica affinis,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Cryptonatica affinis,Species,urn:lsid:marinespecies.org:taxname:140525,"Gmelin, 1791",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,biomass,Grams per 1000 square meter,76.29771759
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Eualus gaimardii ,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus gaimardii ,Species,urn:lsid:marinespecies.org:taxname:107504,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,35.48731051
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Eualus macilentus,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus macilentus,Species,urn:lsid:marinespecies.org:taxname:158359,"Krøyer, 1841",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,21.2923863
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Eualus,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eualus,Genus,urn:lsid:marinespecies.org:taxname:106986,"Thallwitz, 1891",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,biomass,Grams per 1000 square meter,5.323096576
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Eucratea loricata,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Eucratea loricata,Species,urn:lsid:marinespecies.org:taxname:111361,"Linnaeus, 1758",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Eucrateidae,Eucratea,biomass,Grams per 1000 square meter,21.2923863
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Euspira pallida,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Euspira pallida,Species,urn:lsid:marinespecies.org:taxname:140536,"Broderip & G. B. Sowerby I, 1829",Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,biomass,Grams per 1000 square meter,55.00533129
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Gattyana ciliata,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gattyana ciliata,Species,urn:lsid:marinespecies.org:taxname:254456,"Moore, 1902",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Gattyana,biomass,Grams per 1000 square meter,12.42055868
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Gersemia rubiformis,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Gersemia rubiformis,Species,urn:lsid:marinespecies.org:taxname:156103,"Ehrenberg, 1834",Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Alcyoniidae,Gersemia,biomass,Grams per 1000 square meter,0.887182763
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Harmothoe imbricata,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Harmothoe imbricata,Species,urn:lsid:marinespecies.org:taxname:130769,"Linnaeus, 1767",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,biomass,Grams per 1000 square meter,0.177436553
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Leptasterias groenlandica,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias groenlandica,Species,urn:lsid:marinespecies.org:taxname:369176,"Steenstrup in Lutken, 1857",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,biomass,Grams per 1000 square meter,7.097462102
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Leptasterias polaris,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Leptasterias (Hexasterias) polaris,Species,urn:lsid:marinespecies.org:taxname:125154,"Müller & Troschel, 1842",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias (Hexasterias),biomass,Grams per 1000 square meter,122.4312213
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Melita formosa,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Quasimelita formosa,Species,urn:lsid:marinespecies.org:taxname:423709,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Quasimelita,biomass,Grams per 1000 square meter,0.177436553
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Myriotrochus rinkii,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Myriotrochus rinkii,Species,urn:lsid:marinespecies.org:taxname:124446,"Steenstrup, 1851",Animalia,Echinodermata,Holothuroidea,Apodida,Myriotrochidae,Myriotrochus,biomass,Grams per 1000 square meter,7.097462102
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Nemertea,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Nemertea,Phylum,urn:lsid:marinespecies.org:taxname:152391,n/a,Animalia,Nemertea,n/a,n/a,n/a,n/a,biomass,Grams per 1000 square meter,51.45660024
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Neptunea heros,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Neptunea heros,Species,urn:lsid:marinespecies.org:taxname:254479,"J. E. Gray, 1850",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,biomass,Grams per 1000 square meter,15.96928973
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Obseotoma tenuilirata,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Obesotoma tenuilirata ,Species,urn:lsid:marinespecies.org:taxname:423564  ,"Dall, 1871",Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Obesotoma,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Ophiura sarsiii,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Ophiura sarsiii,Species,urn:lsid:marinespecies.org:taxname:124934,"Lütken, 1855",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,biomass,Grams per 1000 square meter,23066.75183
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Pandalus goniurus,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pandalus goniurus,Species,urn:lsid:marinespecies.org:taxname:254483,"Stimpson, 1860",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Paramphithoe polyacantha,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Paramphithoe polyacantha,Species,urn:lsid:marinespecies.org:taxname:102154,"Murdoch, 1885",Animalia,Arthropoda,Malacostraca,Amphipoda,Paramphithoidae,Paramphithoe,biomass,Grams per 1000 square meter,0.177436553
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Pontoporeia femorata,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Pontoporeia femorata,Species,urn:lsid:marinespecies.org:taxname:103079,"Krøyer, 1842",Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Propebela nobilis,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Propebela nobilis,Species,urn:lsid:marinespecies.org:taxname:160450,"Møller, 1842",Animalia,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Propebela,biomass,Grams per 1000 square meter,0.177436553
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Sertularia robusta,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Sertularia robusta,Species,urn:lsid:marinespecies.org:taxname:117923,"Clark, 1877",Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Sertularia,biomass,Grams per 1000 square meter,12.42055868
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Spirontocaris,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Spirontocaris,Genus,urn:lsid:marinespecies.org:taxname:106994,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Stegocephalidae,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stegocephalidae,Family,urn:lsid:marinespecies.org:taxname:101408,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Amphipoda,Stegocephalidae,n/a,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Stomphia,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Stomphia,Genus,urn:lsid:marinespecies.org:taxname:100716,"Gosse, 1859",Animalia,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Stomphia,biomass,Grams per 1000 square meter,143.7236076
SKQ202412S-DBO1.4,SKQ202412S-DBO1.4-Tubularia,8/9/2024,5:37:01,62.391471,-174.557564,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Tubularia,Genus,urn:lsid:marinespecies.org:taxname:117258,"Linnaeus, 1758",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,biomass,Grams per 1000 square meter,1.774365525
SKQ202412S-DBO1.8,SKQ202412S-DBO1.8-Admete solida,8/9/2024,19:19:01,63.03474,-173.457279,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Admete solida,Species,urn:lsid:marinespecies.org:taxname:576338,"Aurivillius, 1885",Animalia,Mollusca,Gastropoda,Neogastropoda,Cancellariidae,Admete,biomass,Grams per 1000 square meter,24.28693477
SKQ202412S-DBO1.8,SKQ202412S-DBO1.8-Actiniaria,8/9/2024,19:19:01,63.03474,-173.457279,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Actiniaria,Order,urn:lsid:marinespecies.org:taxname:1360,"Hertwig, 1882",Animalia,Cnidaria,Hexacorallia,Actiniaria,n/a,n/a,biomass,Grams per 1000 square meter,43.36952637
SKQ202412S-DBO1.8,SKQ202412S-DBO1.8-Anomalisipho martensi,8/9/2024,19:19:01,63.03474,-173.457279,Benthos,"Plumb-staff beam trawl,  2.26m opening, 7-mm mesh net, 4-mm cod end liner",Anomalisipho martensi,Species,urn:lsid:marinespecies.org:taxname:821662,"A. Krause, 1885",Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Anomalisipho,biomass,Grams per 1000 square meter,6.939124219
