samp_name,samp_category,neg_cont_type,pos_cont_type,materialSampleID,sample_derived_from,sample_composed_of,rel_cont_id,biological_rep_relation,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,geo_loc_name,eventDate,eventDurationValue,verbatimEventDate,verbatimEventTime,env_broad_scale,env_local_scale,env_medium,habitat_natural_artificial_0_1,samp_collect_method,samp_collect_device,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,samp_store_dur,samp_store_loc,dna_store_loc,samp_store_method_additional,samp_mat_process,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prepped_samp_store_dur,prep_method_additional,date_ext,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration,concentration_unit,concentration_method,ratioOfAbsorbance260_280,pool_dna_num,nucl_acid_ext_method_additional,assay_name,minimumDepthInMeters,maximumDepthInMeters,tot_depth_water_col,temp,chlorophyll,salinity,diss_oxygen,diss_oxygen_unit,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,pressure,pressure_unit,silicate,silicate_unit,cruise_id,station_id,ctd_cast_number,ctd_bottle_number,replicate_number,extract_id,extract_plate,extract_well,collection_depth
e04258,sample,not applicable,not applicable,E1877.SKQ23-12S,E1877.SKQ23-12S,not applicable,,not applicable,-174.67402,62.19452,174° 40.410' W,62° 11.695' N,degrees minutes seconds,WGS84,USA: Bering Sea,2023-09-14T13:34:00Z,T0S/T1S,9/14/2023,5:34,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT10H26M,2 mL of 96% molecular grade ethanol used for preservation.,5/8/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,4.16,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,65.929,66.929,71,-1.5216,0.0832,31.837,280.045,mmol/kg,13,µmol/L,0.04,µmol/L,2.77,µmol/L,1.905,µmol/L,67.589,dbar,41.1,µmol/L,SKQ23 EcoFOCI DBO,M8,1,1,1,e04258,35_2024,F8,67.7
e04175,sample,not applicable,not applicable,E1952.SKQ23-12S,E1952.SKQ23-12S,not applicable,,not applicable,-156.54704,72.46462,156° 33.000' W,72° 28.000' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-22T15:30:00Z,T0S/T1S,9/22/2023,7:30,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P227DT8H30M,2 mL of 96% molecular grade ethanol used for preservation.,5/7/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,9.25,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.251,10.251,1005,3.4882,0.6902,27.5755,324.642,mmol/kg,0,µmol/L,0.01,µmol/L,0.05,µmol/L,0.5,µmol/L,10.358,dbar,7.6,µmol/L,SKQ23 EcoFOCI DBO,CK9,36,22,1,e04175,34_2024,A10,10
e04176,sample,not applicable,not applicable,E1953.SKQ23-12S,E1953.SKQ23-12S,not applicable,,not applicable,-160.26608,71.19248,160° 16.200' W,71° 11.640' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-09-23T08:06:00Z,T0S/T1S,9/22/2023,0:06,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT15H54M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,4.76,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,47.685,48.685,54,-1.6762,0.1898,32.6582,261.138,mmol/kg,17.9,µmol/L,0.35,µmol/L,3.94,µmol/L,2.261,µmol/L,49.193,dbar,41.4,µmol/L,SKQ23 EcoFOCI DBO,DBO4.1n,37,1,1,e04176,34_2024,B10,49.2
e04177,sample,not applicable,not applicable,E1954.SKQ23-12S,E1954.SKQ23-12S,not applicable,,not applicable,-160.26612,71.19248,160° 16.200' W,71° 11.640' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-09-23T08:11:00Z,T0S/T1S,9/22/2023,0:11,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT15H49M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,5.42,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,28.886,29.886,54,-1.6778,0.1581,32.6568,264.174,mmol/kg,17.4,µmol/L,0.36,µmol/L,4.11,µmol/L,2.27,µmol/L,30.196,dbar,40.5,µmol/L,SKQ23 EcoFOCI DBO,DBO4.1n,37,8,1,e04177,34_2024,C10,30
e04178,sample,not applicable,not applicable,E1955.SKQ23-12S,E1955.SKQ23-12S,not applicable,,not applicable,-160.26608,71.19246,160° 16.200' W,71° 11.640' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-09-23T08:20:00Z,T0S/T1S,9/22/2023,0:20,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT15H40M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,10.9,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.147,10.147,54,0.5595,0.7238,30.6898,422.424,mmol/kg,0.1,µmol/L,0.01,µmol/L,0.14,µmol/L,0.701,µmol/L,10.251,dbar,12.5,µmol/L,SKQ23 EcoFOCI DBO,DBO4.1n,37,16,1,e04178,34_2024,D10,10
e04179,sample,not applicable,not applicable,E1956.SKQ23-12S,E1956.SKQ23-12S,not applicable,,not applicable,-160.65142,71.3219,160° 39.090' W,71° 19.310' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-09-23T11:59:00Z,T0S/T1S,9/23/2023,3:59,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT12H1M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,7.15,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,41.835,42.835,48,-1.6672,0.1624,32.6601,250.884,mmol/kg,16.5,µmol/L,0.34,µmol/L,4.6,µmol/L,2.322,µmol/L,43.281,dbar,44.1,µmol/L,SKQ23 EcoFOCI DBO,DBO4.2n,39,1,1,e04179,34_2024,E10,43.2
e04180,sample,not applicable,not applicable,E1957.SKQ23-12S,E1957.SKQ23-12S,not applicable,,not applicable,-160.65108,71.322,160° 39.090' W,71° 19.310' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-09-23T12:04:00Z,T0S/T1S,9/23/2023,4:04,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT11H56M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,5.83,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,29.251,30.251,48,-1.6545,0.2951,32.616,261.26,mmol/kg,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,30.565,dbar,missing: not collected,not applicable,SKQ23 EcoFOCI DBO,DBO4.2n,39,10,1,e04180,34_2024,F10,30
e04181,sample,not applicable,not applicable,E1958.SKQ23-12S,E1958.SKQ23-12S,not applicable,,not applicable,-160.65164,71.3217,160° 39.090' W,71° 19.310' N,degrees minutes seconds,WGS84,USA: Chukchi Sea,2023-09-23T12:11:00Z,T0S/T1S,9/23/2023,4:11,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P236DT11H49M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,17.8,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.288,10.288,48,2.4831,0.6471,27.5277,338.033,mmol/kg,0.5,µmol/L,0.02,µmol/L,0.11,µmol/L,0.571,µmol/L,10.395,dbar,12.4,µmol/L,SKQ23 EcoFOCI DBO,DBO4.2n,39,18,1,e04181,34_2024,G10,10
e04182,sample,not applicable,not applicable,E1959.SKQ23-12S,E1959.SKQ23-12S,not applicable,,not applicable,-161.0379,71.45352,161° 02.337' W,71° 27.255' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-24T04:59:00Z,T0S/T1S,9/23/2023,20:59,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P233DT19H1M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,5.48,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,40.697,41.697,47,-1.6105,0.2115,32.6046,258.545,mmol/kg,14.8,µmol/L,0.41,µmol/L,4.84,µmol/L,2.183,µmol/L,42.131,dbar,41.1,µmol/L,SKQ23 EcoFOCI DBO,DBO4.3n,42,1,1,e04182,34_2024,H10,42.1
e04183,sample,not applicable,not applicable,E1960.SKQ23-12S,E1960.SKQ23-12S,not applicable,,not applicable,-161.03816,71.45341,161° 02.337' W,71° 27.255' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-24T05:02:00Z,T0S/T1S,9/23/2023,21:02,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P233DT18H58M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,5.24,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,29.121,30.121,47,-1.5996,0.4836,32.5724,276.97,mmol/kg,15.1,µmol/L,0.42,µmol/L,4.41,µmol/L,2.111,µmol/L,30.434,dbar,37.1,µmol/L,SKQ23 EcoFOCI DBO,DBO4.3n,42,6,1,e04183,34_2024,A11,30
e04184,sample,not applicable,not applicable,E1961.SKQ23-12S,E1961.SKQ23-12S,not applicable,,not applicable,-161.03902,71.45302,161° 02.337' W,71° 27.255' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-24T05:11:00Z,T0S/T1S,9/23/2023,21:11,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P235DT18H49M,2 mL of 96% molecular grade ethanol used for preservation.,5/17/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,9.75,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.346,10.346,47,2.1344,0.7713,27.2467,343.192,mmol/kg,0.1,µmol/L,0.01,µmol/L,0.04,µmol/L,0.513,µmol/L,10.453,dbar,12.8,µmol/L,SKQ23 EcoFOCI DBO,DBO4.3n,42,15,1,e04184,34_2024,B11,10
e04185,sample,not applicable,not applicable,E1962.SKQ23-12S,E1962.SKQ23-12S,not applicable,,not applicable,-161.39586,71.58606,161° 24.120' W,71° 35.280' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-24T08:21:00Z,T0S/T1S,9/24/2023,0:21,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P233DT15H39M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,2.97,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,40.88,41.88,47,-1.5458,0.2694,32.5696,256.7,mmol/kg,13.6,µmol/L,0.43,µmol/L,5.39,µmol/L,2.21,µmol/L,42.317,dbar,42.4,µmol/L,SKQ23 EcoFOCI DBO,DBO4.4n,44,1,1,e04185,34_2024,C11,42.4
e04186,sample,not applicable,not applicable,E1963.SKQ23-12S,E1963.SKQ23-12S,not applicable,,not applicable,-161.39616,71.58596,161° 24.120' W,71° 35.280' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-24T08:24:00Z,T0S/T1S,9/24/2023,0:24,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P233DT15H36M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,4.93,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,29.075,30.075,47,-1.5331,0.8613,32.5519,274.793,mmol/kg,13.5,µmol/L,0.48,µmol/L,4.96,µmol/L,2.172,µmol/L,30.388,dbar,37.1,µmol/L,SKQ23 EcoFOCI DBO,DBO4.4n,44,8,1,e04186,34_2024,D11,30
e04187,sample,not applicable,not applicable,E1964.SKQ23-12S,E1964.SKQ23-12S,not applicable,,not applicable,-161.39658,71.58586,161° 24.120' W,71° 35.280' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-24T08:31:00Z,T0S/T1S,9/24/2023,0:31,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P233DT15H29M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,10.5,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,9.01,10.01,47,2.0979,0.708,27.2387,343.357,mmol/kg,0.1,µmol/L,0.01,µmol/L,0.02,µmol/L,0.503,µmol/L,10.114,dbar,11.4,µmol/L,SKQ23 EcoFOCI DBO,DBO4.4n,44,15,1,e04187,34_2024,E11,10
e04188,sample,not applicable,not applicable,E1965.SKQ23-12S,E1965.SKQ23-12S,not applicable,,not applicable,-161.77236,71.71928,161° 46.440' W,71° 43.200' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-25T03:14:00Z,T0S/T1S,9/24/2023,19:14,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P232DT20H46M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,3.09,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,36.727,37.727,45,-0.6684,0.2494,32.6512,290.883,mmol/kg,7.2,µmol/L,0.37,µmol/L,4.46,µmol/L,1.745,µmol/L,38.12,dbar,28.1,µmol/L,SKQ23 EcoFOCI DBO,DBO4.5n,47,1,1,e04188,34_2024,F11,38.2
e04189,sample,not applicable,not applicable,E1966.SKQ23-12S,E1966.SKQ23-12S,not applicable,,not applicable,-161.7724,71.71928,161° 46.440' W,71° 43.200' N,degrees minutes seconds,WGS84,Arctic Ocean,2023-09-25T03:16:00Z,T0S/T1S,9/24/2023,19:16,oceanic epipelagic zone biome [ENVO:01000035],marine photic zone [ENVO:00000209],ocean water [ENVO:00002149],0,https://zenodo.org/records/11398179,Niskin Bottle,1000,mL,ambient temperature,not applicable,T1H,Sikuliaq,OME -80 Freezer,Stored in a 1 L brown Nalgene bottle,Water samples were collected from the niskin into 1 L bottles then filtered through a 0.22 micron sterivex filter using a peristaltic pump with tubing attached to the outlet end of the sterivex.,1,not applicable,missing: not collected,not applicable,not applicable,not applicable,0.22,not applicable,1000,polyethersulfone,Millipore-Sigma Sterivex Filter,not applicable,not applicable,not applicable,not applicable,-20,ethanol,P232DT20H44M,2 mL of 96% molecular grade ethanol used for preservation.,5/15/2024,1000,mL,physical | enzymatic | thermal,column-based,https://zenodo.org/records/14902117,Qiagen DNeasy Blood and Tissue Kit,"Modified for sterivex, reagent volume altered",0,not applicable,3.03,ng/µl,Qubit Fluorometer v.4 dsDNA high sensitivity kit,not applicable,1,Extractions completed in a Biosafety Cabinet for sterility purposes. ,mifish-u-12s | marver1,29.274,30.274,45,-0.637,0.2761,32.6469,292.624,mmol/kg,7.6,µmol/L,0.37,µmol/L,4.6,µmol/L,1.759,µmol/L,30.59,dbar,28.6,µmol/L,SKQ23 EcoFOCI DBO,DBO4.5n,47,5,1,e04189,34_2024,G11,30
